turno,jugador,nombre_casilla,tipo_casilla,compra,alquiler,impuesto,bancarrota,eliminado,dinero_inicial,dinero_tras_carcel,dinero_final,props_antes,props_despues
384,fernando,visita_carcel,visita_carcel,no,no,no,no,no,132,132,132,1,1
385,gema,gris3,propiedad,no,si,no,no,no,344,344,320,2,2
386,hugo,impuesto4,impuesto,no,no,si,no,no,556,556,456,2,2
387,irene,azul1,propiedad,no,si,no,no,no,94,94,24,2,2
388,ana,verde3,propiedad,no,si,no,no,no,336,336,272,2,2
389,bob,verde3,propiedad,no,si,no,no,no,968,968,904,4,4
390,carla,amarillo1,propiedad,no,si,no,no,no,774,774,722,4,4
391,diego,suerte3,suerte,no,no,no,no,no,74,74,74,4,4
392,elena,verde3,propiedad,no,si,no,no,no,1066,1066,1002,5,5
393,fernando,visita_carcel,visita_carcel,no,no,no,no,no,132,132,132,1,1
394,gema,parking,parking,no,no,no,no,no,320,320,320,2,2
395,hugo,estacion1,estacion,no,si,no,no,no,508,508,468,2,2
396,irene,impuesto1,impuesto,no,no,si,si,si,24,24,24,2,0
397,elena,azul2,propiedad,no,no,no,no,no,1002,1002,1002,5,5
398,fernando,naranja2,propiedad,no,si,no,no,no,132,132,96,1,1
399,gema,amarillo2,propiedad,no,si,no,no,no,320,320,268,2,2
400,hugo,rosa2,propiedad,no,si,no,no,no,468,468,440,2,2
401,ana,azul2,propiedad,no,si,no,no,no,272,272,192,2,2
402,bob,morado1,propiedad,no,si,no,no,no,904,904,892,4,4
403,carla,verde2,propiedad,no,si,no,no,no,822,822,762,4,4
404,diego,amarillo2,propiedad,no,si,no,no,no,126,126,74,4,4
405,elena,morado2,propiedad,no,si,no,no,no,1214,1214,1202,5,5
406,fernando,amarillo1,propiedad,no,si,no,no,no,96,96,44,1,1
407,gema,verde2,propiedad,no,si,no,no,no,268,268,208,2,2
408,hugo,naranja2,propiedad,no,si,no,no,no,492,492,456,2,2
409,ana,estacion1,estacion,no,si,no,no,no,192,192,152,2,2
410,bob,suerte2,suerte,no,no,no,no,no,1012,1012,1012,4,4
411,carla,morado2,propiedad,no,si,no,no,no,798,798,786,4,4
412,diego,suerte5,suerte,no,no,no,no,no,138,138,138,4,4
413,elena,rosa1,propiedad,no,si,no,no,no,1202,1202,1174,5,5
414,fernando,amarillo3,propiedad,no,si,no,si,no,44,44,88,1,0
415,gema,impuesto1,impuesto,no,no,si,no,no,236,236,36,2,2
416,hugo,amarillo2,propiedad,no,si,no,no,no,456,456,404,2,2
417,ana,suerte2,suerte,no,no,no,no,no,152,152,152,2,2
418,bob,suerte3,suerte,no,no,no,no,no,1068,1068,1068,4,4
419,carla,impuesto2,impuesto,no,no,si,no,no,786,786,636,4,4
420,diego,suerte1,suerte,no,no,no,no,no,138,138,138,4,4
421,elena,suerte4,suerte,no,no,no,no,no,1226,1226,1226,5,5
422,fernando,azul1,propiedad,no,si,no,no,no,88,88,18,0,0
423,gema,rosa1,propiedad,no,no,no,no,no,36,36,36,2,2
424,hugo,estacion4,estacion,no,si,no,no,no,404,404,364,2,2
425,ana,naranja1,propiedad,no,si,no,no,no,222,222,186,2,2
426,bob,rojo1,propiedad,no,no,no,no,no,1068,1068,1068,4,4
427,carla,rojo3,propiedad,no,no,no,no,no,636,636,636,4,4
428,diego,visita_carcel,visita_carcel,no,no,no,no,no,138,138,138,4,4
429,elena,amarillo3,propiedad,no,si,no,no,no,1266,1266,1210,5,5
430,fernando,morado2,propiedad,no,si,no,no,no,18,18,6,0,0
431,gema,parking,parking,no,no,no,no,no,36,36,36,2,2
432,hugo,salida,salida,no,no,no,no,no,400,400,400,2,2
433,ana,suerte4,suerte,no,no,no,no,no,186,186,186,2,2
434,bob,amarillo2,propiedad,no,si,no,no,no,1124,1124,1072,4,4
435,carla,estacion4,estacion,no,si,no,no,no,636,636,596,4,4
436,diego,naranja3,propiedad,no,no,no,no,no,150,150,150,4,4
437,elena,estacion4,estacion,no,no,no,no,no,1302,1302,1302,5,5
438,fernando,rosa1,propiedad,no,si,no,si,si,6,6,6,0,0
439,elena,suerte1,suerte,no,no,no,no,no,1302,1302,1302,5,5
440,gema,estacion3,estacion,no,si,no,no,no,64,64,24,2,2
441,hugo,suerte2,suerte,no,no,no,no,no,400,400,400,2,2
442,ana,visita_carcel,visita_carcel,no,no,no,no,no,226,226,226,2,2
443,bob,suerte5,suerte,no,no,no,no,no,1072,1072,1072,4,4
444,carla,azul2,propiedad,no,si,no,no,no,596,596,516,4,4
445,diego,verde1,propiedad,no,si,no,no,no,150,150,90,4,4
446,elena,visita_carcel,visita_carcel,no,no,no,no,no,1442,1442,1442,5,5
447,gema,visita_carcel,visita_carcel,no,no,no,no,no,24,24,24,2,2
448,hugo,rosa1,propiedad,no,si,no,no,no,400,400,372,2,2
449,ana,visita_carcel,visita_carcel,no,no,no,no,no,226,226,226,2,2
450,bob,morado2,propiedad,no,si,no,no,no,1072,1072,1060,4,4
451,carla,morado2,propiedad,no,si,no,no,no,516,516,504,4,4
452,diego,salida,salida,no,no,no,no,no,114,114,114,4,4
453,elena,rojo1,propiedad,no,si,no,no,no,1442,1442,1398,5,5
454,gema,visita_carcel,visita_carcel,no,no,no,no,no,52,52,52,2,2
455,hugo,naranja1,propiedad,no,no,no,no,no,372,372,372,2,2
456,ana,visita_carcel,visita_carcel,no,no,no,no,no,226,226,226,2,2
457,bob,estacion1,estacion,no,si,no,no,no,1104,1104,1064,4,4
458,carla,impuesto2,impuesto,no,no,si,no,no,504,504,354,4,4
459,diego,suerte2,suerte,no,no,no,no,no,154,154,154,4,4
460,elena,amarillo3,propiedad,no,si,no,no,no,1398,1398,1342,5,5
461,gema,visita_carcel,visita_carcel,no,no,no,no,no,52,52,52,2,2
462,hugo,amarillo1,propiedad,no,no,no,no,no,372,372,372,2,2
463,ana,visita_carcel,visita_carcel,no,no,no,no,no,226,226,226,2,2
464,bob,gris3,propiedad,si,no,no,no,no,1120,1120,1000,4,5
465,carla,naranja2,propiedad,no,no,no,no,no,354,354,354,4,4
466,diego,rosa3,propiedad,no,si,no,no,no,154,154,122,4,4
467,elena,impuesto4,impuesto,no,no,si,no,no,1342,1342,1242,5,5
468,gema,visita_carcel,visita_carcel,no,no,no,no,no,84,84,84,2,2
469,hugo,verde2,propiedad,no,si,no,no,no,372,372,312,2,2
470,ana,rojo1,propiedad,no,si,no,no,no,226,226,182,2,2
471,bob,rosa2,propiedad,no,si,no,no,no,1104,1104,1076,5,5
472,carla,rojo3,propiedad,no,no,no,no,no,354,354,354,4,4
473,diego,naranja3,propiedad,no,no,no,no,no,122,122,122,4,4
474,elena,morado1,propiedad,no,si,no,no,no,1270,1270,1258,5,5
475,gema,parking,parking,no,no,no,no,no,84,84,84,2,2
476,hugo,azul2,propiedad,no,si,no,no,no,312,312,232,2,2
477,ana,impuesto3,impuesto,no,no,si,no,no,182,182,82,2,2
478,bob,parking,parking,no,no,no,no,no,1076,1076,1076,5,5
479,carla,amarillo2,propiedad,no,si,no,no,no,354,354,302,4,4
480,diego,estacion3,estacion,no,si,no,no,no,134,134,94,4,4
481,elena,visita_carcel,visita_carcel,no,no,no,no,no,1390,1390,1390,5,5
482,gema,amarillo1,propiedad,no,si,no,no,no,84,84,32,2,2
483,hugo,gris1,propiedad,si,no,no,no,no,284,284,184,2,3
484,ana,verde1,propiedad,no,si,no,no,no,122,122,62,2,2
485,bob,impuesto3,impuesto,no,no,si,no,no,1076,1076,976,5,5
486,carla,verde2,propiedad,no,si,no,no,no,302,302,242,4,4
487,diego,verde1,propiedad,no,si,no,no,no,94,94,34,4,4
488,elena,naranja3,propiedad,no,si,no,no,no,1510,1510,1470,5,5
489,gema,verde3,propiedad,no,si,no,si,no,32,32,118,2,0
490,hugo,rosa3,propiedad,si,no,no,no,no,184,184,24,3,4
491,ana,salida,salida,no,no,no,no,no,62,62,62,2,2
492,bob,verde1,propiedad,no,si,no,no,no,1036,1036,976,5,5
493,carla,morado2,propiedad,no,si,no,no,no,306,306,294,4,4
494,diego,salida,salida,no,no,no,no,no,86,86,86,4,4
495,elena,rojo3,propiedad,no,si,no,no,no,1530,1530,1482,5,5
496,gema,morado1,propiedad,no,si,no,no,no,118,118,106,0,0
497,hugo,naranja1,propiedad,no,no,no,no,no,24,24,24,4,4
498,ana,suerte2,suerte,no,no,no,no,no,62,62,62,2,2
499,bob,impuesto4,impuesto,no,no,si,no,no,976,976,876,5,5
500,carla,rosa1,propiedad,si,no,no,no,no,342,342,202,4,5
